SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
2388655,414811,Consumer loans,14152.545,153387.0,138046.5,15340.5,153387.0,THURSDAY,9,Y,1,0.1089218714161505,0.6956675733877368,0.5687103594080338,XAP,Approved,-690,Cash through the bank,XAP,Family,New,Construction Materials,POS,XNA,Stone,30,Construction,12.0,middle,POS industry with interest,365243.0,-659.0,-329.0,-329.0,-323.0,0.0
1184010,252161,Consumer loans,3136.275,29781.0,29781.0,0.0,29781.0,MONDAY,12,Y,1,0.0,0.5232630624504138,0.8673361522198731,XAP,Approved,-11,Cash through the bank,XAP,Unaccompanied,Repeater,Homewares,POS,XNA,Stone,25,Construction,12.0,middle,POS industry with interest,365243.0,365243.0,349.0,365243.0,365243.0,0.0
2144692,423348,Consumer loans,2640.195,26145.0,26014.5,2614.5,26145.0,THURSDAY,14,Y,1,0.0994595753193678,0.6541000793380937,0.6379492600422833,XAP,Approved,-687,Cash through the bank,XAP,Other_B,New,Mobile,POS,XNA,Country-wide,27,Connectivity,12.0,middle,POS mobile with interest,365243.0,-656.0,-326.0,-566.0,-557.0,0.0
2697394,178347,Consumer loans,10324.665,101002.5,101002.5,0.0,101002.5,MONDAY,14,Y,1,0.0,0.5232488949336961,0.8673361522198731,XAP,Approved,-181,Cash through the bank,XAP,Unaccompanied,Repeater,Clothing and Accessories,POS,XNA,Stone,120,Clothing,12.0,middle,POS industry with interest,365243.0,-151.0,179.0,-61.0,-56.0,0.0
2403906,268507,Consumer loans,13452.66,145800.0,131220.0,14580.0,145800.0,FRIDAY,9,Y,1,0.1089090909090909,0.6955258982205601,0.5687103594080338,XAP,Approved,-875,Cash through the bank,XAP,Unaccompanied,New,Construction Materials,POS,XNA,Stone,16,Construction,12.0,middle,POS industry with interest,365243.0,-844.0,-514.0,-724.0,-717.0,0.0
2674338,387311,Consumer loans,8024.085,79501.5,79501.5,0.0,79501.5,MONDAY,20,Y,1,0.0,0.6360223280063472,0.8673361522198731,XAP,Approved,-246,Cash through the bank,XAP,Family,Repeater,Consumer Electronics,POS,XNA,Regional / Local,100,Consumer electronics,12.0,middle,POS household with interest,365243.0,-216.0,114.0,-156.0,-149.0,0.0
1176505,267342,Consumer loans,14528.07,157455.0,141709.5,15745.5,157455.0,SATURDAY,20,Y,1,0.1089090909090909,0.1621613963504477,0.6448202959830867,XAP,Approved,-500,Cash through the bank,XAP,Unaccompanied,New,Computers,POS,XNA,Country-wide,70,Connectivity,12.0,middle,POS mobile with interest,365243.0,-466.0,-136.0,-316.0,-310.0,0.0
1895117,367624,Consumer loans,13730.445,151155.0,136039.5,15115.5,151155.0,SUNDAY,21,Y,1,0.1089090909090909,0.6360223280063472,0.852536997885835,XAP,Approved,-435,Cash through the bank,XAP,Unaccompanied,Repeater,Computers,POS,XNA,Stone,20,Consumer electronics,12.0,middle,POS household with interest,365243.0,-405.0,-75.0,-375.0,-372.0,0.0
1468627,394419,Consumer loans,7650.405,82917.0,74623.5,8293.5,82917.0,THURSDAY,14,Y,1,0.1089327333905647,0.1417743397937209,0.5687103594080338,XAP,Approved,-824,XNA,XAP,Unaccompanied,New,Construction Materials,POS,XNA,Stone,90,Construction,12.0,middle,POS industry with interest,365243.0,-789.0,-459.0,-639.0,-632.0,0.0
1721158,281068,Consumer loans,5503.77,67108.5,53685.0,13423.5,67108.5,WEDNESDAY,16,Y,1,0.2178473936711714,0.7009378896067099,0.6374207188160677,XAP,Approved,-484,Cash through the bank,XAP,Other_B,New,Construction Materials,POS,XNA,Stone,120,Construction,12.0,middle,POS industry with interest,365243.0,-454.0,-124.0,-304.0,-298.0,0.0
1236570,279605,Consumer loans,7286.04,90238.5,72189.0,18049.5,90238.5,MONDAY,11,Y,1,0.2178399060671038,0.6359514904227588,0.8350951374207188,XAP,Approved,-130,Cash through the bank,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Stone,145,Consumer electronics,12.0,middle,POS household with interest,365243.0,-100.0,230.0,-70.0,-68.0,0.0
2612661,320889,Consumer loans,4175.01,50094.0,40072.5,10021.5,50094.0,WEDNESDAY,20,Y,1,0.2178768823702348,0.6359514904227588,0.8350951374207188,XAP,Approved,-197,Cash through the bank,XAP,Unaccompanied,Repeater,Computers,POS,XNA,Country-wide,35,Connectivity,12.0,middle,POS mobile with interest,365243.0,-167.0,163.0,-77.0,-74.0,0.0
1359061,364889,Consumer loans,17438.67,189000.0,170100.0,18900.0,189000.0,TUESDAY,16,Y,1,0.1089090909090909,0.1417176697268503,0.5687103594080338,XAP,Approved,-750,Cash through the bank,XAP,Unaccompanied,Repeater,Construction Materials,POS,XNA,Stone,30,Construction,12.0,middle,POS industry with interest,365243.0,-716.0,-386.0,-716.0,-701.0,0.0
1871184,357898,Consumer loans,4150.35,45652.5,41121.0,9130.5,45652.5,WEDNESDAY,18,Y,1,0.1978835367193923,0.6359514904227588,0.8350951374207188,XAP,Approved,-316,Cash through the bank,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Country-wide,30,Connectivity,12.0,middle,POS mobile with interest,365243.0,-286.0,44.0,-226.0,-221.0,1.0
1600587,232151,Consumer loans,27878.76,283446.0,271935.0,28345.5,283446.0,TUESDAY,21,Y,1,0.1028066303460809,0.6932165929955798,0.5687103594080338,XAP,Approved,-879,Cash through the bank,XAP,Family,Repeater,Computers,POS,XNA,Country-wide,3600,Consumer electronics,12.0,middle,POS household with interest,365243.0,-848.0,-518.0,-518.0,-510.0,0.0
1301302,352817,Consumer loans,4802.535,52051.5,46845.0,5206.5,52051.5,WEDNESDAY,16,Y,1,0.1089373374097157,0.6901280743511278,0.5687103594080338,XAP,Approved,-913,Cash through the bank,XAP,Family,Repeater,Audio/Video,POS,XNA,Regional / Local,1086,Consumer electronics,12.0,middle,POS household with interest,365243.0,-882.0,-552.0,-792.0,-783.0,0.0
1288980,425062,Consumer loans,10774.575,116779.5,105097.5,11682.0,116779.5,SATURDAY,15,Y,1,0.1089468613926245,0.7008103819562509,0.5687103594080338,XAP,Approved,-199,Cash through the bank,XAP,Family,New,Furniture,POS,XNA,Stone,22,Furniture,12.0,middle,POS industry with interest,365243.0,-169.0,161.0,365243.0,365243.0,0.0
1903555,352445,Consumer loans,1469.835,15934.5,14337.0,1597.5,15934.5,WEDNESDAY,14,Y,1,0.1091859002336268,0.6901280743511278,0.5687103594080338,XAP,Approved,-969,Cash through the bank,XAP,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Stone,200,Consumer electronics,12.0,middle,POS household with interest,365243.0,-938.0,-608.0,-788.0,-781.0,0.0
2226478,307072,Consumer loans,6337.89,68688.0,61821.0,6867.0,68688.0,SATURDAY,15,Y,1,0.1088805507909281,0.7008103819562509,0.5687103594080338,XAP,Approved,-479,XNA,XAP,Unaccompanied,New,Furniture,POS,XNA,Stone,50,Furniture,12.0,middle,POS industry with interest,365243.0,-449.0,-119.0,-359.0,-352.0,0.0
2421826,175906,Consumer loans,1914.12,20745.0,18670.5,2074.5,20745.0,TUESDAY,21,Y,1,0.1089090909090909,0.6917998413238129,0.5687103594080338,XAP,Approved,-1030,Cash through the bank,XAP,Unaccompanied,New,Audio/Video,POS,XNA,Country-wide,300,Consumer electronics,12.0,middle,POS household with interest,365243.0,-999.0,-669.0,-879.0,-870.0,0.0
2357109,114409,Consumer loans,4212.495,40806.0,41089.5,4081.5,40806.0,SATURDAY,16,Y,1,0.0984066003731275,0.7008103819562509,0.5687103594080338,XAP,Approved,-210,Cash through the bank,XAP,Unaccompanied,Repeater,Furniture,POS,XNA,Regional / Local,1700,Furniture,12.0,middle,POS industry with interest,365243.0,-180.0,150.0,-90.0,-83.0,1.0
1980921,186839,Consumer loans,10234.845,110925.0,99832.5,11092.5,110925.0,TUESDAY,21,Y,1,0.1089090909090909,0.1421426952283803,0.5687103594080338,XAP,Approved,-333,Cash through the bank,XAP,Unaccompanied,New,Medical Supplies,POS,XNA,Regional / Local,20,Industry,12.0,middle,POS other with interest,365243.0,-283.0,47.0,365243.0,365243.0,0.0
2106091,259742,Consumer loans,3152.025,39042.0,31230.0,7812.0,39042.0,SATURDAY,18,Y,1,0.217918605138522,0.6359373229060411,0.8350951374207188,XAP,Approved,-312,Cash through the bank,XAP,"Spouse, partner",New,Mobile,POS,XNA,Country-wide,10,Connectivity,12.0,middle,POS mobile with interest,365243.0,-282.0,48.0,-192.0,-185.0,0.0
1065416,340287,Consumer loans,13895.1,150597.0,135535.5,15061.5,150597.0,SATURDAY,12,Y,1,0.1089221081912171,0.7008103819562509,0.5687103594080338,XAP,Approved,-343,Cash through the bank,XAP,"Spouse, partner",Repeater,Construction Materials,POS,XNA,Stone,8,Construction,12.0,middle,POS industry with interest,365243.0,-313.0,17.0,-163.0,-160.0,0.0
1409069,305699,Consumer loans,10219.185,112500.0,101250.0,11250.0,112500.0,WEDNESDAY,15,Y,1,0.1089090909090909,0.1933299331293211,0.852536997885835,XAP,Approved,-301,Cash through the bank,XAP,Other_B,Repeater,Computers,POS,XNA,Stone,50,Consumer electronics,12.0,middle,POS household with interest,365243.0,-262.0,68.0,-172.0,-164.0,0.0
1591610,335150,Consumer loans,5535.63,54265.5,53995.5,5427.0,54265.5,WEDNESDAY,10,Y,1,0.0994656294103473,0.7008103819562509,0.5687103594080338,XAP,Approved,-191,Cash through the bank,XAP,Family,New,Furniture,POS,XNA,Stone,11,Furniture,12.0,middle,POS industry with interest,365243.0,-161.0,169.0,-11.0,-5.0,1.0
2059007,452106,Consumer loans,2519.82,31212.0,24966.0,6246.0,31212.0,WEDNESDAY,19,Y,1,0.2179437978399915,0.6359373229060411,0.8350951374207188,XAP,Approved,-319,Cash through the bank,XAP,Unaccompanied,New,Mobile,POS,XNA,Country-wide,37,Connectivity,12.0,middle,POS mobile with interest,365243.0,-289.0,41.0,-199.0,-189.0,0.0
1643283,380977,Consumer loans,5360.31,66388.5,53109.0,13279.5,66388.5,THURSDAY,20,Y,1,0.2178477104810731,0.1891363481808909,0.8350951374207188,XAP,Approved,-169,Cash through the bank,XAP,Unaccompanied,Repeater,Photo / Cinema Equipment,POS,XNA,Country-wide,15,Connectivity,12.0,middle,POS mobile with interest,365243.0,-121.0,209.0,-31.0,-26.0,0.0
1911330,339041,Consumer loans,5255.82,65092.5,52074.0,13018.5,65092.5,WEDNESDAY,20,Y,1,0.2178181818181818,0.6359373229060411,0.8350951374207188,XAP,Approved,-372,Cash through the bank,XAP,"Spouse, partner",New,Computers,POS,XNA,Country-wide,15,Connectivity,12.0,middle,POS mobile with interest,365243.0,-342.0,-12.0,-252.0,-249.0,0.0
2045030,137121,Consumer loans,10398.15,112698.0,101425.5,11272.5,112698.0,SATURDAY,12,Y,1,0.1089351831685324,0.7008103819562509,0.5687103594080338,XAP,Approved,-202,Cash through the bank,XAP,"Spouse, partner",Refreshed,Vehicles,POS,XNA,Stone,101,Auto technology,12.0,middle,POS other with interest,365243.0,-172.0,158.0,-22.0,-19.0,0.0
1993570,251439,Consumer loans,11953.8,129559.5,116599.5,12960.0,129559.5,MONDAY,20,Y,1,0.1089431356389781,0.1621613963504477,0.6448202959830867,XAP,Approved,-304,Cash through the bank,XAP,Unaccompanied,Repeater,Computers,POS,XNA,Regional / Local,200,Consumer electronics,12.0,middle,POS household with interest,365243.0,-272.0,58.0,-122.0,-116.0,0.0
2792346,407808,Consumer loans,17198.775,209700.0,167760.0,41940.0,209700.0,SATURDAY,13,Y,1,0.2178181818181818,0.7009237220899921,0.6374207188160677,XAP,Approved,-253,Cash through the bank,XAP,"Spouse, partner",New,Furniture,POS,XNA,Stone,100,Furniture,12.0,middle,POS industry with interest,365243.0,-223.0,107.0,-73.0,-70.0,0.0
2138394,452350,Consumer loans,40904.73,569992.5,398992.5,171000.0,569992.5,WEDNESDAY,17,Y,1,0.3267315718269018,0.7009520571234276,0.7251585623678646,XAP,Approved,-196,Cash through the bank,XAP,Unaccompanied,New,Tourism,POS,XNA,Stone,15,Industry,12.0,middle,POS other with interest,365243.0,-166.0,164.0,-16.0,-10.0,0.0
1897803,259229,Consumer loans,24029.82,260437.5,234391.5,26046.0,260437.5,SATURDAY,16,Y,1,0.1089184999018259,0.1417601722770033,0.5687103594080338,XAP,Approved,-768,XNA,XAP,Unaccompanied,Refreshed,Audio/Video,POS,XNA,Stone,67,Consumer electronics,12.0,middle,POS household with interest,365243.0,-728.0,-398.0,-578.0,-571.0,0.0
2677591,159789,Consumer loans,4235.085,45900.0,41310.0,4590.0,45900.0,TUESDAY,13,Y,1,0.1089090909090909,0.141859344894027,0.5687103594080338,XAP,Approved,-718,XNA,XAP,Family,New,Furniture,POS,XNA,Stone,70,Furniture,12.0,middle,POS industry with interest,365243.0,-679.0,-349.0,-589.0,-579.0,0.0
1375443,316706,Consumer loans,8812.035,86386.5,85954.5,8640.0,86386.5,FRIDAY,13,Y,1,0.0994745514226033,0.6955258982205601,0.5687103594080338,XAP,Approved,-850,Cash through the bank,XAP,Unaccompanied,Repeater,Furniture,POS,XNA,Stone,615,Furniture,12.0,middle,POS industry with interest,365243.0,-819.0,-489.0,-669.0,-666.0,0.0
2583850,410447,Consumer loans,5840.1,56119.5,56965.5,5616.0,56119.5,WEDNESDAY,9,Y,1,0.0977339077116167,0.7009095545732745,0.6448202959830867,XAP,Approved,-318,Cash through the bank,XAP,Unaccompanied,New,Audio/Video,POS,XNA,Country-wide,60,Consumer electronics,12.0,middle,POS household with interest,365243.0,-288.0,42.0,-138.0,-132.0,1.0
1315055,455008,Consumer loans,5018.94,48622.5,48955.5,4864.5,48622.5,WEDNESDAY,3,Y,1,0.0984370629370629,0.7008103819562509,0.5687103594080338,XAP,Approved,-210,XNA,XAP,"Spouse, partner",Repeater,Furniture,POS,XNA,Stone,60,Furniture,12.0,middle,POS industry with interest,365243.0,-180.0,150.0,-150.0,-143.0,1.0
1223219,238193,Consumer loans,10494.54,113742.0,102366.0,11376.0,113742.0,THURSDAY,10,Y,1,0.1089263260872692,0.6956675733877368,0.5687103594080338,XAP,Approved,-778,Cash through the bank,XAP,Unaccompanied,Refreshed,Construction Materials,POS,XNA,Stone,1,Construction,12.0,middle,POS industry with interest,365243.0,-747.0,-417.0,-567.0,-558.0,0.0
2804448,232725,Consumer loans,21766.005,217260.0,212310.0,21726.0,217260.0,WEDNESDAY,14,Y,1,0.1011023478905343,0.1417318372435679,0.5687103594080338,XAP,Approved,-848,Cash through the bank,XAP,"Spouse, partner",New,Homewares,POS,XNA,Stone,23,Consumer electronics,12.0,middle,POS household with interest,365243.0,-815.0,-485.0,-665.0,-660.0,0.0
2643539,345487,Consumer loans,1780.245,19602.0,17541.0,3924.0,19602.0,SUNDAY,14,Y,1,0.1990958643034114,0.1607021421285277,0.715644820295983,XAP,Approved,-252,Cash through the bank,XAP,Unaccompanied,New,Mobile,POS,XNA,Country-wide,25,Connectivity,12.0,middle,POS mobile with interest,365243.0,-220.0,110.0,-130.0,-126.0,0.0
2314043,454066,Consumer loans,20027.25,217057.5,195349.5,21708.0,217057.5,SATURDAY,11,Y,1,0.1089203803349133,0.7008103819562509,0.5687103594080338,XAP,Approved,-489,Cash through the bank,XAP,Unaccompanied,New,Clothing and Accessories,POS,XNA,Stone,50,Clothing,12.0,middle,POS industry with interest,365243.0,-459.0,-129.0,-159.0,-152.0,0.0
2341995,416338,Consumer loans,22599.495,206280.0,222619.5,0.0,206280.0,FRIDAY,20,Y,1,0.0,0.6360223280063472,0.8673361522198731,XAP,Approved,-124,Cash through the bank,XAP,Other_A,Repeater,Tourism,POS,XNA,Stone,20,Tourism,12.0,middle,POS other with interest,365243.0,-94.0,236.0,-4.0,365243.0,1.0
2014489,401475,Consumer loans,2819.295,33300.0,26640.0,6660.0,33300.0,WEDNESDAY,17,Y,1,0.2178181818181818,0.1623030715176244,0.8350951374207188,XAP,Approved,-94,XNA,XAP,Unaccompanied,Repeater,Computers,POS,XNA,Stone,26,Consumer electronics,12.0,middle,POS household with interest,365243.0,-78.0,281.0,-78.0,-69.0,0.0
2797797,106190,Consumer loans,16222.095,175819.5,158233.5,17586.0,175819.5,THURSDAY,14,Y,1,0.1089341781046626,0.6956675733877368,0.5687103594080338,XAP,Approved,-709,Cash through the bank,XAP,Unaccompanied,New,Clothing and Accessories,POS,XNA,Stone,10,Clothing,12.0,middle,POS industry with interest,365243.0,-678.0,-348.0,-528.0,-524.0,0.0
1136466,295979,Consumer loans,28233.99,306000.0,275400.0,30600.0,306000.0,MONDAY,14,Y,1,0.1089090909090909,0.1421426952283803,0.5687103594080338,XAP,Approved,-152,Cash through the bank,XAP,Unaccompanied,Repeater,Tourism,POS,XNA,Stone,50,Tourism,12.0,middle,POS other with interest,365243.0,-119.0,211.0,365243.0,365243.0,0.0
2073283,297686,Consumer loans,3135.24,34516.8,31063.5,3453.3,34516.8,THURSDAY,12,Y,1,0.1089602059392422,0.1933299331293211,0.852536997885835,XAP,Approved,-345,Cash through the bank,XAP,Family,Repeater,Computers,POS,XNA,Regional / Local,11,Consumer electronics,12.0,middle,POS household with interest,365243.0,-313.0,17.0,-253.0,-251.0,0.0
2627114,407283,Consumer loans,8769.42,96543.0,86886.0,9657.0,96543.0,FRIDAY,21,Y,1,0.1089395493105756,0.6360081604896294,0.852536997885835,XAP,Approved,-185,Cash through the bank,XAP,Unaccompanied,Repeater,Computers,POS,XNA,Country-wide,1000,Connectivity,12.0,middle,POS mobile with interest,365243.0,-155.0,175.0,365243.0,365243.0,0.0
2048132,104977,Consumer loans,6136.02,68737.5,60795.0,13747.5,68737.5,MONDAY,20,Y,1,0.2008555826907773,0.6359373229060411,0.8350951374207188,XAP,Approved,-330,XNA,XAP,Unaccompanied,Refreshed,Mobile,POS,XNA,Country-wide,28,Connectivity,12.0,middle,POS mobile with interest,365243.0,-300.0,30.0,365243.0,365243.0,1.0
1189516,319703,Consumer loans,14866.695,160375.5,145012.5,16038.0,160375.5,WEDNESDAY,16,Y,1,0.1084556707368185,0.7008103819562509,0.5687103594080338,XAP,Approved,-239,Cash through the bank,XAP,Family,Refreshed,Furniture,POS,XNA,Stone,7000,Furniture,12.0,middle,POS industry with interest,365243.0,-209.0,121.0,-59.0,-53.0,1.0
2783417,229458,Consumer loans,7359.3,79762.5,71784.0,7978.5,79762.5,TUESDAY,19,Y,1,0.1089398127965123,0.1417318372435679,0.5687103594080338,XAP,Approved,-988,XNA,XAP,Unaccompanied,New,Tourism,POS,XNA,Stone,12,Industry,12.0,middle,POS other with interest,365243.0,-955.0,-625.0,-625.0,-619.0,0.0
1103794,138852,Consumer loans,15736.32,170550.0,153495.0,17055.0,170550.0,FRIDAY,10,Y,1,0.1089090909090909,0.1420010200612037,0.5687103594080338,XAP,Approved,-825,Cash through the bank,XAP,Unaccompanied,Refreshed,Construction Materials,POS,XNA,Stone,23,Construction,12.0,middle,POS industry with interest,365243.0,-782.0,-452.0,-452.0,-445.0,0.0
2417031,120096,Consumer loans,9163.62,102654.0,90792.0,20533.5,102654.0,SATURDAY,14,Y,1,0.200878039459227,0.6359514904227588,0.8350951374207188,XAP,Approved,-330,Cash through the bank,XAP,"Spouse, partner",Repeater,Computers,POS,XNA,Country-wide,29,Connectivity,12.0,middle,POS mobile with interest,365243.0,-300.0,30.0,-210.0,-203.0,1.0
1103374,219934,Consumer loans,17985.735,198000.0,178200.0,19800.0,198000.0,THURSDAY,14,Y,1,0.1089090909090909,0.1933299331293211,0.852536997885835,XAP,Approved,-158,Cash through the bank,XAP,Unaccompanied,Repeater,Construction Materials,POS,XNA,Stone,19,Construction,12.0,middle,POS industry with interest,365243.0,-123.0,207.0,365243.0,365243.0,0.0
2347712,150811,Consumer loans,2539.665,27526.5,24772.5,2754.0,27526.5,WEDNESDAY,16,Y,1,0.1089625039011993,0.7008387169896861,0.5687103594080338,XAP,Approved,-331,Cash through the bank,XAP,Unaccompanied,New,Homewares,POS,XNA,Regional / Local,19,Industry,12.0,middle,POS other with interest,365243.0,-301.0,29.0,-271.0,-264.0,0.0
2150318,429542,Consumer loans,1813.095,22455.0,17964.0,4491.0,22455.0,MONDAY,13,Y,1,0.2178181818181818,0.6359514904227588,0.8350951374207188,XAP,Approved,-109,Cash through the bank,XAP,Family,Repeater,Mobile,POS,XNA,Country-wide,43,Connectivity,12.0,middle,POS mobile with interest,365243.0,-79.0,251.0,365243.0,365243.0,0.0
2085900,277020,Consumer loans,4093.47,44365.5,39928.5,4437.0,44365.5,SATURDAY,21,Y,1,0.1089201375761878,0.6958517511050665,0.5687103594080338,XAP,Approved,-794,Cash through the bank,XAP,Family,Repeater,Clothing and Accessories,POS,XNA,Stone,5,Clothing,12.0,middle,POS industry with interest,365243.0,-763.0,-433.0,-763.0,-749.0,0.0
2609255,273837,Consumer loans,21766.005,217260.0,212310.0,21726.0,217260.0,WEDNESDAY,14,Y,1,0.1011023478905343,0.1417318372435679,0.5687103594080338,XAP,Approved,-790,Cash through the bank,XAP,"Spouse, partner",New,Homewares,POS,XNA,Stone,23,Consumer electronics,12.0,middle,POS household with interest,365243.0,-757.0,-427.0,-607.0,-602.0,0.0
1448292,218630,Consumer loans,8907.57,109710.0,87768.0,21942.0,109710.0,FRIDAY,20,Y,1,0.2178181818181818,0.1607163096452454,0.715644820295983,XAP,Approved,-280,Cash through the bank,XAP,Family,Repeater,Mobile,POS,XNA,Country-wide,30,Connectivity,12.0,middle,POS mobile with interest,365243.0,-248.0,82.0,-158.0,-152.0,0.0
1251199,121828,Consumer loans,6222.51,66699.0,60025.5,6673.5,66699.0,TUESDAY,20,Y,1,0.108967873308718,0.7435821149268957,0.6379492600422833,XAP,Approved,-737,Cash through the bank,XAP,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,25,Connectivity,12.0,middle,POS mobile with interest,365243.0,-706.0,-376.0,-616.0,-613.0,0.0
1487972,186462,Consumer loans,15736.32,170550.0,153495.0,17055.0,170550.0,FRIDAY,10,Y,1,0.1089090909090909,0.1420010200612037,0.5687103594080338,XAP,Approved,-679,Cash through the bank,XAP,Unaccompanied,Refreshed,Construction Materials,POS,XNA,Stone,23,Construction,12.0,middle,POS industry with interest,365243.0,-636.0,-306.0,-306.0,-299.0,0.0
2099613,380133,Consumer loans,3465.9,34339.5,34339.5,0.0,34339.5,MONDAY,13,Y,1,0.0,0.1969143148588915,0.8673361522198731,XAP,Approved,-182,Cash through the bank,XAP,Unaccompanied,New,Mobile,POS,XNA,Regional / Local,100,Consumer electronics,12.0,middle,POS household with interest,365243.0,-151.0,179.0,-61.0,-57.0,0.0
1364473,387133,Consumer loans,5503.77,67108.5,53685.0,13423.5,67108.5,WEDNESDAY,16,Y,1,0.2178473936711714,0.7009378896067099,0.6374207188160677,XAP,Approved,-231,Cash through the bank,XAP,Other_B,New,Construction Materials,POS,XNA,Stone,120,Construction,12.0,middle,POS industry with interest,365243.0,-201.0,129.0,-51.0,-45.0,0.0
2388038,239421,Consumer loans,7094.97,69552.0,69205.5,6957.0,69552.0,SATURDAY,7,Y,1,0.0994821001745668,0.7009095545732745,0.6448202959830867,XAP,Approved,-196,Cash through the bank,XAP,Family,New,Consumer Electronics,POS,XNA,Stone,230,Consumer electronics,12.0,middle,POS household with interest,365243.0,-166.0,164.0,-16.0,-13.0,1.0
2563512,190394,Consumer loans,10610.235,118858.5,105124.5,23773.5,118858.5,SATURDAY,18,Y,1,0.200868149445862,0.6359373229060411,0.8350951374207188,XAP,Approved,-473,Cash through the bank,XAP,Unaccompanied,New,Mobile,POS,XNA,Country-wide,52,Connectivity,12.0,middle,POS mobile with interest,365243.0,-443.0,-113.0,-293.0,-290.0,1.0
2643196,419870,Consumer loans,1712.745,18855.0,16969.5,1885.5,18855.0,THURSDAY,20,Y,1,0.1089090909090909,0.6360364955230647,0.852536997885835,XAP,Approved,-216,Cash through the bank,XAP,Other_B,Repeater,Clothing and Accessories,POS,XNA,Stone,5,Clothing,12.0,middle,POS industry with interest,365243.0,-186.0,144.0,-126.0,-122.0,0.0
1928485,386819,Consumer loans,45418.5,562500.0,450000.0,112500.0,562500.0,SUNDAY,14,Y,1,0.2178181818181818,0.1891363481808909,0.8350951374207188,XAP,Approved,-430,Cash through the bank,XAP,Family,Repeater,Tourism,POS,XNA,Stone,50,Tourism,12.0,middle,POS other with interest,365243.0,-399.0,-69.0,-339.0,-332.0,0.0
1347931,336203,Consumer loans,9207.18,113400.0,90720.0,22680.0,113400.0,WEDNESDAY,19,Y,1,0.2178181818181818,0.6545109373229061,0.715644820295983,XAP,Approved,-404,Cash through the bank,XAP,"Spouse, partner",Refreshed,Mobile,POS,XNA,Country-wide,30,Connectivity,12.0,middle,POS mobile with interest,365243.0,-373.0,-43.0,-283.0,-274.0,0.0
2002593,168701,Consumer loans,3518.46,38524.5,34668.0,3856.5,38524.5,FRIDAY,20,Y,1,0.1090235847553917,0.6542700895387058,0.6379492600422833,XAP,Approved,-630,Cash through the bank,XAP,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,12,Connectivity,12.0,middle,POS mobile with interest,365243.0,-599.0,-269.0,-599.0,-592.0,0.0
2396619,341729,Consumer loans,17179.38,171477.0,167571.0,17149.5,171477.0,MONDAY,20,Y,1,0.1011114876012924,0.7008103819562509,0.5687103594080338,XAP,Approved,-492,Cash through the bank,XAP,Family,Repeater,Clothing and Accessories,POS,XNA,Stone,167,Clothing,12.0,middle,POS industry with interest,365243.0,-462.0,-132.0,-342.0,-339.0,1.0
1328802,105065,Consumer loans,6357.375,68553.0,61695.0,6858.0,68553.0,SATURDAY,21,Y,1,0.1089519853915284,0.6360223280063472,0.852536997885835,XAP,Approved,-57,Cash through the bank,XAP,Family,XNA,Computers,POS,XNA,Country-wide,1000,Connectivity,12.0,middle,POS mobile with interest,365243.0,-27.0,303.0,365243.0,365243.0,0.0
